,dt,weekday,year,id_driver,id_carrier_number,dim_carrier_type,dim_carrier_company_name,home_base_city,home_base_state,carrier_trucks,num_trucks,interested_in_drayage,port_qualified,signup_source,ts_signup,ts_first_approved,days_signup_to_approval,driver_with_twic,dim_preferred_lanes,first_load_date,load_day,loads,marketplace_loads_otr,marketplace_loads_atlas,marketplace_loads,brokerage_loads_otr,brokerage_loads_atlas,brokerage_loads
83938,2016-06-03,Friday,2016,748,U0090647,Owner Operator,Vencedor Trucking,Moreno Valley,CA,"[""dryvan""]",1.0,not specified,no,Other,2016-04-13 21:52:18+00:00,,,no,,2016-04-13,2016-06-03,1,0,0,0,50,0,50
83939,2019-12-27,Friday,2019,26536,U0114020,Owner Operator,Clovis express inc,Fontana,CA,"[""dryvan""]",1.0,yes,yes,Mobile,2019-08-01 16:02:22+00:00,2019-08-01 18:41:42+00:00,0.0,yes,,2019-08-16,2019-12-27,6,3,940,943,0,16,16
83940,2020-10-07,Wednesday,2020,22260,C0095142,Fleet,I CAN TRUCKING INC.,Ontario,CA,"[""poweronly"", ""dryvan""]",6.0,yes,no,Other,2019-04-30 22:28:02+00:00,2019-04-30 22:30:49+00:00,0.0,no,,2019-05-07,2020-10-07,1,57,10,67,470,31,501
83941,2019-03-18,Monday,2019,18734,C0093524,Fleet,O.A. EXPRESS INC,Livermore,CA,"[""poweronly""]",14.0,yes,no,Other,2018-11-09 01:38:19+00:00,2019-06-12 20:47:06+00:00,215.0,no,,2019-01-30,2019-03-18,1,0,0,0,52,0,52
83942,2020-10-26,Monday,2020,23107,C0095142,Fleet,I CAN TRUCKING INC.,Ontario,CA,"[""poweronly"", ""dryvan""]",6.0,yes,no,Other,2019-04-30 22:28:02+00:00,2019-04-30 22:30:49+00:00,0.0,no,,2019-05-15,2020-10-26,7,14,38,52,21,115,136
83943,2019-09-28,Saturday,2019,1282,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-08-04,2019-09-28,1,0,0,0,164,0,164
83944,2017-02-27,Monday,2017,4851,C0090392,Fleet,Roadrunner Transportation,Los Angeles,CA,"[""dryvan""]",88.0,not specified,no,Other,2017-01-10 17:01:27+00:00,,,no,,2017-02-02,2017-02-27,3,0,0,0,283,0,283
83945,2018-12-27,Thursday,2018,14550,C0091445,Fleet,Ground Links,Los Angeles,CA,"[""dryvan""]",3.0,yes,no,Other,2018-01-25 20:50:36+00:00,2020-06-22 21:46:15+00:00,879.0,no,,2018-09-25,2018-12-27,1,20,0,20,3,0,3
83946,2019-11-13,Wednesday,2019,17811,U0105544,Owner Operator,Jose oregon,Fontana,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-01-07 22:41:22+00:00,2019-01-15 21:53:53+00:00,7.0,yes,,2019-05-02,2019-11-13,1,194,2,196,3,0,3
83947,2019-03-08,Friday,2019,16108,C0092655,Fleet,Jose A Martinez,Commerce,CA,"[""dryvan"", ""poweronly""]",5.0,yes,no,Other,2018-07-24 21:29:39+00:00,2019-10-08 15:33:18+00:00,440.0,no,,2018-11-27,2019-03-08,1,7,0,7,110,0,110
83948,2019-12-18,Wednesday,2019,29930,U0117349,Owner Operator,Ayala Transportation Llc,Murrieta,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-10-25 01:13:24+00:00,2019-10-29 15:50:16+00:00,4.0,yes,,2019-11-26,2019-12-18,3,1,28,29,2,0,2
83949,2017-09-06,Wednesday,2017,1288,C0090235,Fleet,KerryZ Express,Lynwood,CA,"[""dryvan""]",1.0,not specified,no,Other,2016-07-14 16:50:53+00:00,,,no,,2017-09-06,2017-09-06,1,0,0,0,1,0,1
83950,2020-07-16,Thursday,2020,33664,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-06-04,2020-07-16,2,0,0,0,0,0,0
83951,2020-12-11,Friday,2020,25943,U0113430,Owner Operator,Arad transport Inc,La Palma,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-07-19 02:52:27+00:00,2020-10-22 22:39:38+00:00,461.0,yes,,2020-10-24,2020-12-11,3,1,153,154,0,1,1
83952,2020-05-18,Monday,2020,14657,C0093129,Fleet,USA Global,La Mirada,CA,"[""dryvan""]",1.0,yes,no,Other,2018-09-25 17:06:03+00:00,2019-10-25 18:58:50+00:00,395.0,no,,2018-10-02,2020-05-18,3,1,0,1,517,0,517
83953,2018-09-21,Friday,2018,4541,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-01-16,2018-09-21,1,7,0,7,842,0,842
83954,2021-01-19,Tuesday,2021,15980,U0104015,Owner Operator,EML Logistics,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-11-09 01:00:59+00:00,2019-10-24 15:38:48+00:00,349.0,yes,,2020-06-11,2021-01-19,1,4,2,6,0,0,0
83955,2021-01-10,Sunday,2021,26536,U0114020,Owner Operator,Clovis express inc,Fontana,CA,"[""dryvan""]",1.0,yes,yes,Mobile,2019-08-01 16:02:22+00:00,2019-08-01 18:41:42+00:00,0.0,yes,,2019-08-16,2021-01-10,1,3,940,943,0,16,16
83956,2020-07-08,Wednesday,2020,594,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2020-07-08,9,0,0,0,1309,0,1309
83957,2016-10-07,Friday,2016,612,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2016-10-07,1,0,0,0,159,0,159
83958,2019-12-18,Wednesday,2019,14956,C0093144,Fleet,Road Eagle Logistics Corp,San Diego,CA,"[""dryvan""]",14.0,yes,no,Other,2018-09-25 17:25:13+00:00,2020-03-13 16:56:23+00:00,534.0,no,,2018-10-11,2019-12-18,1,21,0,21,46,0,46
83959,2017-02-01,Wednesday,2017,524,C0090084,Fleet,MC Express Trucking LLC,San Diego,CA,"[""dryvan""]",2.0,not specified,no,Other,2016-03-04 22:50:41+00:00,,,no,,2016-05-04,2017-02-01,1,0,0,0,96,0,96
83960,2020-04-28,Tuesday,2020,34195,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,no,,2020-04-22,2020-04-28,1,0,0,0,3,0,3
83961,2019-01-31,Thursday,2019,17391,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2018-12-22,2019-01-31,1,56,0,56,45,0,45
83962,2018-05-14,Monday,2018,10026,C0091328,Fleet,JCH Trucking,Victorville,CA,"[""dryvan""]",3.0,not specified,no,Other,2018-01-09 21:45:29+00:00,,,no,,2018-03-30,2018-05-14,1,8,0,8,3,0,3
83963,2018-07-31,Tuesday,2018,7239,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2017-07-27,2018-07-31,1,0,0,0,23,0,23
83964,2019-05-06,Monday,2019,22068,U0109725,Owner Operator,ESCOBAR EXPRESS,Lynwood,CA,"[""boxtruck""]",1.0,yes,no,Other,2019-04-26 15:57:16+00:00,2019-04-26 15:59:15+00:00,0.0,no,,2019-04-26,2019-05-06,1,14,0,14,148,0,148
83965,2019-10-18,Friday,2019,29653,C0096162,Fleet,AMPAK Logistics INC.,Torrance,CA,"[""dryvan"", ""poweronly""]",5.0,not specified,yes,Other,2019-08-12 03:05:36+00:00,2019-10-10 18:02:45+00:00,59.0,no,,2019-10-18,2019-10-18,1,1,0,1,0,0,0
83966,2021-02-02,Tuesday,2021,37086,C0098322,Fleet,Flying Express Inc.,Carson,CA,"[""poweronly""]",2.0,yes,no,Other,2020-10-13 22:55:56+00:00,2020-10-14 00:15:51+00:00,0.0,yes,,2020-12-03,2021-02-02,17,0,0,0,0,270,270
83967,2019-10-20,Sunday,2019,12886,C0092544,Fleet,meras trucking inc,Bell,CA,"[""dryvan"", ""poweronly""]",15.0,not specified,no,Other,2018-07-10 20:08:03+00:00,2019-03-07 23:11:26+00:00,240.0,no,California (Central)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern)|California (Southern)->Utah|California (Southern)->Texas (El Paso Region),2018-03-07,2019-10-20,1,30,0,30,290,0,290
83968,2020-06-24,Wednesday,2020,30333,C0096938,Fleet,cwjj transportation,Hacienda Heights,CA,"[""dryvan""]",2.0,yes,yes,Other,2019-11-04 20:09:04+00:00,2019-11-04 20:09:20+00:00,0.0,yes,,2019-11-06,2020-06-24,1,66,28,94,10,19,29
83969,2020-09-23,Wednesday,2020,28274,U0115859,Owner Operator,SDLM,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-09-13 19:25:10+00:00,2020-02-14 22:35:27+00:00,154.0,yes,,2020-06-30,2020-09-23,4,0,87,87,0,0,0
83970,2020-07-10,Friday,2020,25671,C0095171,Fleet,FTS EXPRESS INC,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,no,Other,2019-05-02 22:28:07+00:00,2019-05-02 22:32:22+00:00,0.0,no,,2019-07-22,2020-07-10,2,4,0,4,149,0,149
83971,2020-12-23,Wednesday,2020,16299,U0104273,Owner Operator,BRJS TRANSPORT,Paramount,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-11-18 21:11:12+00:00,2019-12-04 21:48:16+00:00,381.0,yes,,2020-01-06,2020-12-23,7,5,1068,1073,0,35,35
83972,2020-09-02,Wednesday,2020,34843,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,no,,2020-06-04,2020-09-02,1,12,6,18,112,1,113
83973,2021-01-06,Wednesday,2021,21303,U0108969,Owner Operator,Kincaid Trucking llc,Long Beach,CA,"[""poweronly""]",1.0,not specified,yes,Other,2019-04-07 06:40:44+00:00,2020-09-23 20:45:13+00:00,535.0,yes,,2020-09-24,2021-01-06,4,0,112,112,0,1,1
83974,2020-08-14,Friday,2020,19957,U0107679,Owner Operator,Skyrunner Transport,Moreno Valley,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-03-02 00:51:40+00:00,2019-03-04 21:39:42+00:00,2.0,yes,,2019-03-14,2020-08-14,5,2,133,135,38,140,178
83975,2017-04-07,Friday,2017,374,U0090440,Owner Operator,ROLOS DISTRIBUTION,Upland,CA,"[""poweronly""]",1.0,not specified,no,Other,2016-02-10 16:39:19+00:00,,,no,,2016-01-20,2017-04-07,1,17,0,17,101,0,101
83976,2018-10-15,Monday,2018,14586,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2018-09-24,2018-10-15,2,6,0,6,706,0,706
83977,2020-03-19,Thursday,2020,33517,C0097561,Fleet,ADC TRANSPORT INC,Paramount,CA,"[""poweronly""]",9.0,yes,yes,Other,2020-02-27 00:41:40+00:00,2020-02-28 22:31:09+00:00,1.0,yes,,2020-03-03,2020-03-19,4,36,402,438,0,112,112
83978,2021-01-17,Sunday,2021,37026,C0098542,Fleet,Honest Brothers Transportation Inc,Los Angeles,CA,"[""poweronly""]",2.0,yes,yes,Other,2020-11-30 17:21:25+00:00,2020-11-30 17:42:51+00:00,0.0,yes,,2020-12-04,2021-01-17,3,18,0,18,14,47,61
83979,2016-07-10,Sunday,2016,614,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2016-07-10,2,0,0,0,66,0,66
83980,2018-12-13,Thursday,2018,15564,U0103649,Owner Operator,MCG transportation  LLC,Las Vegas,NV,"[""poweronly""]",1.0,not specified,no,Other,2018-10-26 02:31:16+00:00,2019-10-03 17:39:25+00:00,342.0,no,,2018-11-02,2018-12-13,2,6,0,6,0,0,0
83981,2019-01-31,Thursday,2019,15206,U0103335,Owner Operator,Road Link transport,Fontana,CA,"[""poweronly""]",1.0,yes,no,Other,2018-10-16 20:38:40+00:00,2019-01-14 18:26:40+00:00,89.0,no,,2018-10-20,2019-01-31,1,16,0,16,67,0,67
83982,2021-02-16,Tuesday,2021,34959,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-06-12,2021-02-16,3,0,0,0,0,0,0
83983,2017-07-17,Monday,2017,38,U0000054,Owner Operator,iDC Logistics,"Sierra Madre,",CA,"[""dryvan""]",1.0,not specified,no,Other,2015-10-21 22:51:26+00:00,,,no,,2015-10-19,2017-07-17,5,0,0,0,656,0,656
83984,2020-09-01,Tuesday,2020,31146,U0118443,Owner Operator,CHS Trucking inc.,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-11-26 10:43:32+00:00,2019-12-09 17:23:25+00:00,13.0,yes,,2019-12-30,2020-09-01,4,3,325,328,0,27,27
83985,2017-09-30,Saturday,2017,7490,U0096765,Owner Operator,KC Trucking,Compton,CA,"[""dryvan""]",1.0,not specified,no,Other,2017-08-12 00:59:44+00:00,2019-10-11 22:13:37+00:00,790.0,no,,2017-08-14,2017-09-30,2,6,0,6,32,0,32
83986,2020-10-13,Tuesday,2020,18349,U0106014,Owner Operator,Blue Dragon Express ,Ontario,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-01-22 20:16:54+00:00,2019-04-03 15:21:14+00:00,70.0,yes,,2020-02-25,2020-10-13,3,2,116,118,2,148,150
83987,2019-11-16,Saturday,2019,28974,C0096537,Fleet,ARELLANOS TRUCKING,Anaheim,CA,"[""poweronly""]",4.0,yes,no,Other,2019-09-25 16:45:43+00:00,2019-09-25 16:48:24+00:00,0.0,yes,,2019-10-02,2019-11-16,1,13,28,41,19,1,20
83988,2019-10-02,Wednesday,2019,29218,C0095171,Fleet,FTS EXPRESS INC,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,no,Other,2019-05-02 22:28:07+00:00,2019-05-02 22:32:22+00:00,0.0,no,,2019-10-02,2019-10-02,1,0,0,0,3,0,3
83989,2019-07-06,Saturday,2019,22261,C0095142,Fleet,I CAN TRUCKING INC.,Ontario,CA,"[""poweronly"", ""dryvan""]",6.0,yes,no,Other,2019-04-30 22:28:02+00:00,2019-04-30 22:30:49+00:00,0.0,no,,2019-05-05,2019-07-06,1,9,16,25,141,93,234
83990,2020-06-26,Friday,2020,34737,C0097193,Fleet,Chaidez Trucking,Downey,CA,"[""poweronly""]",22.0,yes,yes,Other,2019-12-12 00:07:33+00:00,2019-12-12 00:07:54+00:00,0.0,yes,,2020-06-01,2020-06-26,1,2,72,74,0,18,18
83991,2019-09-25,Wednesday,2019,27344,C0090880,Fleet,KLF transport inc,Stockton,CA,"[""dryvan""]",18.0,not specified,no,Other,2017-08-31 06:24:09+00:00,2019-05-24 21:56:09+00:00,631.0,no,,2019-08-24,2019-09-25,1,29,0,29,1,0,1
83992,2019-09-05,Thursday,2019,23898,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2019-06-03,2019-09-05,1,37,1,38,137,0,137
83993,2018-10-30,Tuesday,2018,8017,C0090936,Fleet,Jauregui Trucking Inc.,Ontario,CA,"[""dryvan"", ""poweronly""]",5.0,not specified,no,Other,2017-09-20 17:30:09+00:00,2019-08-06 23:59:34+00:00,685.0,no,,2017-09-26,2018-10-30,1,1,0,1,10,0,10
83994,2021-02-11,Thursday,2021,34472,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-13,2021-02-11,2,0,0,0,0,0,0
83995,2019-09-24,Tuesday,2019,26693,U0114259,Owner Operator,OMR Logistics LLC,San Bernardino,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-08-06 01:46:09+00:00,2019-08-06 20:31:35+00:00,0.0,no,,2019-09-24,2019-09-24,1,2,0,2,0,0,0
83996,2020-07-09,Thursday,2020,30833,U0118153,Owner Operator,Able One Transport,Mission Hills,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-11-16 07:06:11+00:00,2019-11-20 21:40:53+00:00,4.0,no,,2019-12-04,2020-07-09,1,24,9,33,0,0,0
83997,2020-02-22,Saturday,2020,32167,U0119262,Owner Operator,Lagosian Transport ,Compton,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-12-31 21:32:50+00:00,2020-01-09 00:43:58+00:00,8.0,no,,2020-02-04,2020-02-22,1,38,267,305,2,19,21
83998,2019-05-03,Friday,2019,20357,U0108049,Owner Operator,ON TIME KC TRUCKING LLC,Los Angeles,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-03-12 21:40:49+00:00,2019-03-26 22:18:31+00:00,14.0,yes,,2019-05-03,2019-05-03,1,1,0,1,0,0,0
83999,2021-01-08,Friday,2021,21303,U0108969,Owner Operator,Kincaid Trucking llc,Long Beach,CA,"[""poweronly""]",1.0,not specified,yes,Other,2019-04-07 06:40:44+00:00,2020-09-23 20:45:13+00:00,535.0,yes,,2020-09-24,2021-01-08,1,0,112,112,0,1,1
84000,2019-09-03,Tuesday,2019,13650,C0092782,Fleet,Mex-Cal Truckline,San Diego,CA,"[""dryvan""]",1.0,yes,no,Other,2018-08-14 17:31:41+00:00,,,no,,2018-08-28,2019-09-03,4,0,0,0,1119,0,1119
84001,2019-10-22,Tuesday,2019,25052,C0093862,Fleet,Point Logistics Inc,Miami,FL,"[""dryvan""]",5.0,yes,no,Other,2018-12-17 21:27:42+00:00,2018-12-17 21:33:55+00:00,0.0,no,,2019-07-05,2019-10-22,2,2,0,2,3,0,3
84002,2020-08-26,Wednesday,2020,34953,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-06-12,2020-08-26,1,0,0,0,0,0,0
84003,2021-01-20,Wednesday,2021,31642,C0097199,Fleet,HARBOR PRO LOGISTICS,Hawaiian Gardens,CA,"[""poweronly""]",6.0,yes,yes,Other,2019-12-12 20:28:11+00:00,2019-12-12 21:41:12+00:00,0.0,yes,,2020-07-29,2021-01-20,4,0,109,109,0,114,114
84004,2020-02-04,Tuesday,2020,32395,C0093339,Fleet,"1 K Transportation, LLC",Carson,CA,"[""dryvan"", ""boxtruck""]",10.0,not specified,no,Other,2018-10-17 18:45:04+00:00,2019-08-21 16:43:33+00:00,307.0,no,,2020-01-13,2020-02-04,2,9,47,56,0,3,3
84005,2018-06-08,Friday,2018,11814,C0092230,Fleet,Cabrales Enterprises LLC,Irwindale,CA,"[""dryvan""]",5.0,not specified,no,Other,2018-05-21 14:08:34+00:00,2019-03-29 18:23:44+00:00,312.0,no,,2018-05-29,2018-06-08,1,3,0,3,3,0,3
84006,2018-12-06,Thursday,2018,16108,C0092655,Fleet,Jose A Martinez,Commerce,CA,"[""dryvan"", ""poweronly""]",5.0,yes,no,Other,2018-07-24 21:29:39+00:00,2019-10-08 15:33:18+00:00,440.0,no,,2018-11-27,2018-12-06,1,7,0,7,110,0,110
84007,2020-05-26,Tuesday,2020,4524,C0090405,Fleet,Daylight Transport,Long Beach,CA,"[""dryvan""]",6.0,not specified,no,Other,2017-01-10 18:27:52+00:00,,,no,,2017-01-20,2020-05-26,1,0,0,0,2671,0,2671
84008,2018-02-16,Friday,2018,9294,C0090751,Fleet,CR SMART FREIGHT INC,Bell Gardens,CA,"[""dryvan""]",4.0,not specified,no,Other,2017-07-28 17:13:10+00:00,2019-02-28 22:45:49+00:00,580.0,no,,2018-01-12,2018-02-16,1,95,0,95,9,0,9
84009,2021-01-09,Saturday,2021,27358,U0114925,Owner Operator,MARK A VILLANUEVA DBA GRUNT TRUCKING,Carson,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-08-21 21:46:37+00:00,2019-08-21 21:50:12+00:00,0.0,yes,,2020-07-01,2021-01-09,7,0,150,150,0,175,175
84010,2018-09-19,Wednesday,2018,14199,C0093010,Fleet,A&H International Freight,San Diego,CA,"[""dryvan""]",6.0,not specified,no,Other,2018-09-10 22:29:37+00:00,,,no,,2018-09-11,2018-09-19,2,0,0,0,347,0,347
84011,2020-11-14,Saturday,2020,36407,U0122754,Owner Operator,XU TRUCKING INC,Eastvale,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-10-10 20:11:56+00:00,2020-10-10 20:16:25+00:00,0.0,yes,,2020-10-13,2020-11-14,1,0,1,1,0,238,238
84012,2020-10-22,Thursday,2020,31976,C0097241,Fleet,CA TRANSFER INC,Torrance,CA,"[""poweronly""]",2.0,yes,yes,Other,2019-12-23 17:13:48+00:00,2020-01-06 20:39:37+00:00,14.0,yes,,2020-01-09,2020-10-22,3,0,176,176,0,0,0
84013,2019-06-01,Saturday,2019,22888,C0095279,Fleet,Double Dee Logistics Inc.,Los Angeles,CA,"[""poweronly""]",8.0,yes,no,Other,2019-05-14 17:15:21+00:00,2019-05-14 17:17:09+00:00,0.0,no,,2019-05-15,2019-06-01,1,31,4,35,3,0,3
84014,2020-02-20,Thursday,2020,594,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2020-02-20,3,0,0,0,1309,0,1309
84015,2021-01-15,Friday,2021,14260,C0093009,Fleet,cbt trucking,Rowland Heights,CA,"[""dryvan""]",17.0,yes,no,Other,2018-09-10 20:53:37+00:00,2019-06-05 17:46:33+00:00,267.0,no,,2018-09-13,2021-01-15,1,21,18,39,49,24,73
84016,2020-10-27,Tuesday,2020,18583,U0106276,Owner Operator,Miguel Casillas Transport,San Dimas,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-01-24 21:04:57+00:00,2019-01-24 21:43:18+00:00,0.0,yes,,2019-01-28,2020-10-27,2,6,387,393,2,61,63
84017,2020-01-13,Monday,2020,28915,C0096563,Fleet,Navarro Trucking Group,Los Angeles,CA,"[""poweronly""]",13.0,yes,yes,Other,2019-09-30 17:35:56+00:00,2019-09-30 17:36:15+00:00,0.0,yes,,2019-10-02,2020-01-13,1,37,96,133,11,10,21
84018,2021-02-05,Friday,2021,14994,C0093009,Fleet,cbt trucking,Rowland Heights,CA,"[""dryvan""]",17.0,yes,no,Other,2018-09-10 20:53:37+00:00,2019-06-05 17:46:33+00:00,267.0,no,,2018-10-13,2021-02-05,2,6,14,20,2,25,27
84019,2018-06-07,Thursday,2018,631,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-18,2018-06-07,1,0,0,0,121,0,121
84020,2020-07-30,Thursday,2020,34843,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,no,,2020-06-04,2020-07-30,3,12,6,18,112,1,113
84021,2018-10-01,Monday,2018,14132,C0092798,Fleet,3 Hermanos Trucking LLC,Bakersfield,CA,"[""dryvan"", ""reefer""]",8.0,not specified,no,Other,2018-08-15 21:52:40+00:00,2019-07-16 18:08:04+00:00,334.0,no,,2018-09-12,2018-10-01,1,2,0,2,0,0,0
84022,2018-10-15,Monday,2018,15073,C0092404,Fleet,Byron t trucking,Los Angeles,CA,"[""dryvan""]",5.0,yes,no,Other,2018-06-14 00:38:09+00:00,2019-06-26 23:27:13+00:00,377.0,no,,2018-10-15,2018-10-15,1,1,0,1,0,0,0
84023,2018-05-11,Friday,2018,7066,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-07-17,2018-05-11,2,134,0,134,186,0,186
84024,2016-12-06,Tuesday,2016,613,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-03-15,2016-12-06,1,0,0,0,110,0,110
84025,2020-01-24,Friday,2020,24918,C0095723,Fleet,"Parris Transporting Solutions, LLC",Torrance,CA,"[""dryvan"", ""poweronly""]",15.0,yes,no,Other,2019-06-25 21:55:28+00:00,2019-06-25 22:00:29+00:00,0.0,no,,2019-07-01,2020-01-24,1,49,36,85,94,0,94
84026,2018-06-06,Wednesday,2018,1282,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-08-04,2018-06-06,1,0,0,0,164,0,164
84027,2021-01-06,Wednesday,2021,37461,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2021-01-06,2021-01-06,3,0,0,0,0,0,0
84028,2018-11-08,Thursday,2018,13361,C0092728,Fleet,"JL Xpress, Inc",San Diego,CA,"[""dryvan""]",6.0,not specified,no,Other,2018-08-09 19:00:39+00:00,2019-02-19 19:35:49+00:00,194.0,no,,2018-08-06,2018-11-08,6,0,0,0,862,0,862
84029,2019-02-15,Friday,2019,17391,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2018-12-22,2019-02-15,1,56,0,56,45,0,45
84030,2020-05-13,Wednesday,2020,34444,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,no,,2020-05-12,2020-05-13,2,0,0,0,15,0,15
84031,2019-06-19,Wednesday,2019,21146,C0092655,Fleet,Jose A Martinez,Commerce,CA,"[""dryvan"", ""poweronly""]",5.0,yes,no,Other,2018-07-24 21:29:39+00:00,2019-10-08 15:33:18+00:00,440.0,no,,2019-04-06,2019-06-19,1,1,0,1,42,0,42
84032,2018-08-31,Friday,2018,7666,C0090856,Fleet,Saldana Express,Los Angeles,CA,"[""dryvan""]",2.0,yes,no,Other,2017-08-24 20:27:02+00:00,2019-10-17 23:48:27+00:00,784.0,no,,2017-08-29,2018-08-31,1,37,0,37,2,0,2
